update,ep_num,ep_score,ep_kills,ep_steps,start_p_x,start_alien_dir,start_swarm_drift
292,41431,1097.3,40,2381,620,-1,66.2
292,41432,195.3,24,1670,301,1,21.2
292,41433,1070.2,40,3188,74,-1,85.0
292,41434,1050.5,40,3504,421,-1,11.2
292,41435,1073.7,40,2998,496,-1,31.2
292,41436,1058.6,40,2424,459,-1,21.2
292,41437,1009.7,40,3343,680,1,82.5
292,41438,912.4,40,2478,330,1,13.8
292,41439,422.8,32,1815,594,-1,58.8
292,41440,1075.7,40,3660,350,1,7.5
292,41441,1049.2,40,2027,635,-1,70.0
292,41442,1079.1,40,2993,443,1,17.5
292,41443,1095.7,40,2148,365,-1,3.8
292,41444,617.2,37,2215,300,1,21.2
292,41445,1037.9,40,2728,118,-1,72.5
292,41446,1073.2,40,2394,1,-1,105.0
292,41447,590.8,36,2514,187,-1,52.5
292,41448,1029.8,40,2666,700,-1,88.8
292,41449,1018.1,40,2970,626,-1,67.5
292,41450,1094.3,40,2643,118,-1,72.5
292,41451,1062.6,40,2437,136,-1,67.5
292,41452,1102.0,40,2102,227,-1,42.5
292,41453,1095.2,40,2436,79,-1,82.5
292,41454,1036.2,40,2430,215,-1,45.0
292,41455,444.2,32,2109,648,1,73.8
292,41456,549.6,35,2043,467,-1,23.8
292,41457,1062.5,40,2802,147,-1,63.8
292,41458,1089.2,40,2297,612,-1,63.8
292,41459,526.7,33,1834,54,1,90.0
292,41460,974.0,40,2328,709,-1,91.2
292,41461,846.2,39,2772,324,-1,15.0
292,41462,1098.4,40,2149,207,1,47.5
292,41463,1056.3,40,2577,164,1,60.0
292,41464,498.7,34,1931,221,-1,43.8
292,41465,915.7,40,2596,380,1,0
292,41466,1081.2,40,2275,512,-1,36.2
292,41467,916.2,40,2594,458,-1,21.2
292,41468,812.0,40,2804,461,1,22.5
292,41469,339.7,30,1788,290,-1,25.0
292,41470,1084.2,40,2593,380,1,0
292,41471,673.6,36,2291,341,-1,10.0
292,41472,1120.2,40,2173,543,1,45.0
292,41473,1103.4,40,2057,135,1,67.5
292,41474,1024.9,40,2628,321,-1,16.2
292,41475,1087.6,40,2659,195,-1,51.2
292,41476,1104.7,40,2197,723,-1,95.0
292,41477,607.0,39,2566,605,1,62.5
292,41478,1055.1,40,2867,223,-1,42.5
292,41479,260.1,26,1618,112,-1,73.8
292,41480,1102.3,40,2069,7,1,102.5
292,41481,694.3,36,2505,372,-1,1.2
292,41482,1060.6,40,2690,724,1,95.0
292,41483,755.3,37,2397,666,-1,78.8
292,41484,1106.8,40,2227,57,1,88.8
292,41485,167.2,23,1592,241,1,37.5
292,41486,1081.8,40,2817,579,1,55.0
292,41487,1020.5,40,2253,598,1,60.0
292,41488,1044.3,40,2517,238,1,38.8
292,41489,1088.5,40,2087,621,1,66.2
292,41490,1076.0,40,3056,102,-1,76.2
292,41491,188.9,28,1676,725,1,95.0
292,41492,1062.3,40,2154,231,1,41.2
292,41493,1078.7,40,2122,732,1,97.5
292,41494,1029.0,40,2406,144,-1,65.0
292,41495,782.5,38,2374,99,-1,77.5
292,41496,792.9,38,2767,60,-1,88.8
292,41497,476.0,35,2480,708,1,90.0
292,41498,541.7,32,2178,376,1,0
292,41499,1082.8,40,2989,633,1,70.0
292,41500,959.7,40,2567,7,1,102.5
292,41501,1098.8,40,2377,442,-1,16.2
292,41502,1097.7,40,2288,724,1,95.0
292,41503,1086.8,40,2481,444,-1,17.5
292,41504,893.7,40,3561,513,1,36.2
292,41505,1065.0,40,2546,604,1,61.2
292,41506,381.4,34,2079,170,-1,57.5
292,41507,299.3,27,1645,670,-1,80.0
292,41508,230.3,25,1666,165,-1,58.8
292,41509,892.7,40,2670,554,-1,47.5
292,41510,597.5,37,2596,110,-1,75.0
292,41511,1003.3,40,3622,237,1,38.8
292,41512,1086.4,40,2188,580,1,55.0
292,41513,1085.6,40,2652,266,1,31.2
292,41514,697.2,36,2113,122,-1,71.2
292,41515,1058.4,40,2253,505,1,33.8
292,41516,1078.0,40,2200,123,-1,71.2
292,41517,1080.8,40,2727,357,1,6.2
292,41518,340.3,30,1776,420,-1,10.0
292,41519,1076.4,40,3049,544,-1,45.0
292,41520,1118.2,40,2029,421,1,11.2
292,41521,952.9,40,2288,259,-1,32.5
292,41522,546.2,37,2768,197,-1,50.0
292,41523,1108.3,40,2247,417,1,10.0
292,41524,389.2,31,1854,280,-1,27.5
292,41525,1083.7,40,2299,170,1,57.5
292,41526,1062.2,40,2416,352,1,7.5
292,41527,1099.6,40,2528,251,-1,35.0
292,41528,1088.5,40,2221,233,-1,40.0
292,41529,1033.7,40,2616,258,-1,33.8
292,41530,1083.8,40,2554,314,1,17.5
292,41531,1119.3,40,2020,470,-1,25.0
292,41532,1063.0,40,2766,534,1,42.5
292,41533,1047.7,40,2860,245,-1,37.5
292,41534,1080.4,40,2326,164,1,60.0
292,41535,1061.0,40,2661,67,-1,86.2
292,41536,1078.0,40,2229,321,-1,16.2
292,41537,1045.6,40,2398,283,-1,26.2
292,41538,1086.5,40,2172,595,1,58.8
292,41539,959.7,40,2928,94,1,78.8
292,41540,987.3,40,2735,218,1,45.0
292,41541,1057.7,40,3016,53,-1,90.0
292,41542,633.5,35,2379,406,1,6.2
292,41543,739.0,37,2523,118,1,72.5
292,41544,501.6,34,1839,415,-1,8.8
292,41545,759.1,38,3019,93,1,78.8
292,41546,1050.1,40,2565,26,-1,97.5
292,41547,1090.5,40,2954,79,-1,82.5
292,41548,1028.6,40,2752,473,-1,25.0
292,41549,713.4,39,3274,224,-1,42.5
292,41550,1094.7,40,2682,699,1,87.5
292,41551,1102.6,40,2573,315,1,17.5
292,41552,317.4,28,1829,291,1,23.8
292,41553,1098.9,40,2118,29,-1,97.5
292,41554,962.3,40,3138,563,-1,50.0
292,41555,582.4,36,2726,671,1,80.0
292,41556,1048.8,40,2326,587,-1,57.5
292,41557,474.1,33,1886,259,1,32.5
292,41558,644.8,37,3475,477,1,26.2
292,41559,1095.5,40,2538,411,1,7.5
292,41560,1081.9,40,2218,289,-1,25.0
292,41561,278.1,30,1646,208,-1,47.5
292,41562,352.1,30,1798,518,-1,37.5
292,41563,1123.9,40,2358,524,1,40.0
292,41564,1067.3,40,2297,198,-1,50.0
292,41565,695.0,36,2066,161,-1,60.0
292,41566,982.5,40,2171,16,1,100.0
292,41567,1055.6,40,2372,58,1,88.8
292,41568,1112.7,40,2242,138,1,66.2
292,41569,1097.2,40,2762,460,1,21.2
292,41570,1082.9,40,3627,428,-1,12.5
292,41571,1059.0,40,2983,82,-1,82.5
292,41572,464.5,31,1948,471,-1,25.0
292,41573,786.2,38,2821,501,-1,32.5
292,41574,1055.5,40,3343,108,1,75.0
292,41575,1066.4,40,2081,215,1,45.0
292,41576,1069.0,40,2501,15,1,101.2
292,41577,510.5,34,1981,114,1,73.8
292,41578,1057.4,40,2499,707,1,90.0
292,41579,733.3,37,2651,468,-1,23.8
292,41580,397.1,31,1837,69,-1,86.2
292,41581,625.7,37,2132,546,1,45.0
292,41582,474.1,36,2219,442,1,16.2
292,41583,1097.3,40,2866,411,-1,7.5
292,41584,1043.9,40,3351,87,1,81.2
292,41585,1062.1,40,2339,241,-1,37.5
292,41586,1110.1,40,2244,681,1,82.5
292,41587,1050.1,40,2292,252,1,35.0
292,41588,1084.2,40,3293,107,-1,75.0
292,41589,1108.5,40,2140,149,1,63.8
292,41590,1077.7,40,2193,328,1,13.8
292,41591,762.0,38,3287,155,1,62.5
292,41592,349.7,31,1833,736,1,98.8
292,41593,1061.0,40,2197,358,-1,5.0
292,41594,1066.6,40,2941,74,-1,85.0
292,41595,1097.7,40,2023,575,-1,53.8
292,41596,1094.9,40,2790,584,1,56.2
292,41597,228.7,25,1813,351,-1,7.5
292,41598,1077.4,40,2276,298,-1,22.5
292,41599,1053.5,40,2403,540,-1,43.8
292,41600,395.9,32,2191,264,-1,31.2
292,41601,367.7,29,1505,131,-1,68.8
292,41602,977.3,40,2178,392,1,2.5
292,41603,848.0,39,2782,278,-1,27.5
292,41604,1030.8,40,2475,331,-1,12.5
292,41605,1074.6,40,2820,369,-1,2.5
292,41606,899.4,40,2815,49,-1,91.2
292,41607,1095.4,40,1881,235,-1,40.0
292,41608,1102.7,40,2376,504,-1,33.8
292,41609,975.0,40,2257,199,1,50.0
292,41610,1040.5,40,2596,662,1,77.5
292,41611,1031.7,40,2613,483,1,27.5
292,41612,1088.0,40,3206,556,-1,48.8
292,41613,1055.2,40,2811,14,-1,101.2
292,41614,1094.2,40,2221,375,1,1.2
292,41615,681.1,36,2300,256,1,33.8
292,41616,1046.8,40,2705,514,-1,36.2
292,41617,1094.0,40,2301,127,-1,70.0
292,41618,1122.3,40,1975,586,-1,56.2
292,41619,604.6,34,2175,275,1,28.8
292,41620,1049.5,40,2947,445,1,17.5
292,41621,1061.6,40,2546,120,-1,71.2
292,41622,1067.4,40,2649,386,1,1.2
292,41623,1123.4,40,2495,584,-1,56.2
292,41624,1124.6,40,2241,526,1,40.0
292,41625,754.3,37,3441,78,1,83.8
292,41626,1051.9,40,2705,207,-1,47.5
292,41627,277.8,31,1874,552,1,47.5
292,41628,1112.1,40,2175,713,1,92.5
292,41629,971.6,40,2229,508,-1,35.0
292,41630,875.4,40,2603,383,1,0
292,41631,1105.0,40,2379,618,-1,65.0
292,41632,1047.5,40,3047,104,-1,76.2
292,41633,1126.5,40,2270,189,1,52.5
292,41634,957.1,40,2256,652,1,75.0
292,41635,620.0,37,2505,759,1,105.0
292,41636,1102.2,40,2047,14,1,101.2
292,41637,1069.0,40,2720,481,-1,27.5
292,41638,412.8,32,1872,200,1,50.0
292,41639,1058.8,40,2301,75,-1,83.8
292,41640,762.3,39,3343,422,1,11.2
292,41641,574.7,33,2225,232,1,40.0
292,41642,1039.0,40,2358,446,-1,17.5
292,41643,1014.4,40,3254,412,1,8.8
292,41644,263.3,31,1845,319,-1,16.2
292,41645,1106.1,40,2362,301,1,21.2
292,41646,972.5,40,2330,102,-1,76.2
292,41647,946.7,40,2254,123,-1,71.2
292,41648,1060.8,40,2814,349,-1,7.5
292,41649,1081.2,40,2915,158,-1,61.2
292,41650,1055.6,40,2585,644,1,72.5
292,41651,1097.9,40,2128,712,1,91.2
292,41652,1109.9,40,1923,75,-1,83.8
292,41653,1058.4,40,2223,348,-1,8.8
292,41654,843.3,39,2741,177,-1,56.2
292,41655,1085.6,40,2493,551,-1,47.5
292,41656,1098.6,40,2274,264,1,31.2
292,41657,1093.1,40,2383,24,-1,98.8
292,41658,1073.0,40,2396,581,-1,55.0
292,41659,251.6,26,1527,673,1,81.2
292,41660,1033.2,40,3188,64,-1,87.5
292,41661,1074.8,40,2159,326,-1,15.0
292,41662,471.4,36,2497,629,1,68.8
292,41663,1111.4,40,2278,570,-1,52.5
292,41664,1101.6,40,2882,106,-1,75.0
292,41665,656.4,37,3101,424,1,11.2
292,41666,875.8,40,2834,110,-1,75.0
292,41667,1008.2,40,2555,30,-1,96.2
292,41668,1089.0,40,2312,362,1,5.0
292,41669,1044.5,40,3086,528,-1,40.0
292,41670,802.4,39,3152,340,-1,10.0
292,41671,1063.4,40,2867,215,1,45.0
292,41672,264.1,26,1589,713,1,92.5
292,41673,1123.8,40,1918,446,-1,17.5
292,41674,1081.6,40,3002,671,-1,80.0
292,41675,1095.5,40,2721,270,-1,30.0
292,41676,502.0,34,1908,724,-1,95.0
292,41677,953.4,40,2464,394,-1,3.8
292,41678,1122.1,40,2448,148,1,63.8
292,41679,926.2,40,2505,655,-1,76.2
292,41680,967.9,40,3209,312,-1,18.8
292,41681,1078.8,40,2507,461,-1,22.5
292,41682,997.0,40,2543,587,-1,57.5
292,41683,875.4,40,3258,218,-1,45.0
293,41684,1059.3,40,2452,26,1,97.5
293,41685,587.2,38,2255,567,1,51.2
293,41686,391.2,31,1870,191,1,52.5
293,41687,243.2,26,1452,401,-1,5.0
293,41688,393.0,31,1845,78,1,83.8
293,41689,1096.8,40,2678,513,-1,36.2
293,41690,1018.5,40,2447,687,1,85.0
293,41691,1117.6,40,2321,144,1,65.0
293,41692,1097.8,40,2097,750,1,102.5
293,41693,558.4,33,2073,629,-1,68.8
293,41694,356.5,32,2193,195,-1,51.2
293,41695,955.0,40,2946,329,-1,13.8
293,41696,722.3,37,2856,233,-1,40.0
293,41697,1094.7,40,2209,685,1,83.8
293,41698,1114.3,40,1854,61,1,87.5
293,41699,1104.1,40,2383,389,-1,2.5
293,41700,1074.1,40,2452,251,1,35.0
293,41701,1070.1,40,2331,261,-1,32.5
293,41702,386.9,31,1789,476,-1,26.2
293,41703,1048.4,40,3459,158,-1,61.2
293,41704,1101.1,40,2791,514,-1,36.2
293,41705,981.5,40,2431,97,1,77.5
293,41706,247.5,26,1516,163,-1,60.0
293,41707,1086.5,40,2208,204,1,48.8
293,41708,1072.4,40,2248,394,1,3.8
293,41709,1085.6,40,2483,540,-1,43.8
293,41710,779.8,39,3095,311,-1,18.8
293,41711,393.9,31,1844,688,1,85.0
293,41712,1077.3,40,3396,205,-1,47.5
293,41713,1015.1,40,3195,591,1,57.5
293,41714,322.9,29,1810,191,-1,52.5
293,41715,1087.9,40,2301,102,-1,76.2
293,41716,1110.2,40,2211,112,1,73.8
293,41717,1060.9,40,2421,351,-1,7.5
293,41718,909.8,40,2712,584,-1,56.2
293,41719,1097.1,40,2463,276,-1,28.8
293,41720,985.9,40,2036,756,-1,103.8
293,41721,188.9,28,1692,106,1,75.0
293,41722,1074.3,40,2535,81,-1,82.5
293,41723,1102.0,40,2265,497,1,32.5
293,41724,1073.3,40,2592,296,1,22.5
293,41725,764.8,37,2375,124,1,70.0
293,41726,1063.1,40,2997,282,-1,26.2
293,41727,292.6,27,1462,313,-1,17.5
293,41728,1002.1,40,2665,359,1,5.0
293,41729,899.3,40,4204,287,1,25.0
293,41730,1058.9,40,2516,404,-1,6.2
293,41731,1121.1,40,2077,123,1,71.2
293,41732,1088.2,40,2303,2,-1,105.0
293,41733,809.5,38,3087,447,1,17.5
293,41734,1089.8,40,2368,3,-1,103.8
293,41735,981.4,40,2578,497,-1,32.5
293,41736,1025.9,40,2587,426,1,12.5
293,41737,1116.3,40,2103,124,-1,70.0
293,41738,1022.9,40,2054,156,-1,61.2
293,41739,932.6,40,4061,731,-1,97.5
293,41740,1043.1,40,2711,682,-1,83.8
293,41741,963.6,40,2913,397,-1,3.8
293,41742,581.2,37,3243,22,1,98.8
293,41743,966.0,40,2561,14,1,101.2
293,41744,1124.6,40,1943,618,-1,65.0
293,41745,1094.8,40,2829,167,-1,58.8
293,41746,1043.1,40,2497,345,-1,8.8
293,41747,1093.0,40,2474,651,1,75.0
293,41748,1076.2,40,2157,534,1,42.5
293,41749,952.2,40,2255,631,1,68.8
293,41750,1079.1,40,2571,450,-1,18.8
293,41751,1088.4,40,2293,583,1,56.2
293,41752,1093.5,40,2266,344,-1,10.0
293,41753,359.0,34,2218,317,1,17.5
293,41754,1064.8,40,2241,228,-1,41.2
293,41755,1104.7,40,2269,567,-1,51.2
293,41756,1024.6,40,3094,723,1,95.0
293,41757,1050.8,40,2542,116,1,72.5
293,41758,1118.2,40,2435,625,1,67.5
293,41759,1095.7,40,2854,439,1,16.2
293,41760,1101.6,40,3009,146,1,65.0
293,41761,1080.1,40,2943,359,-1,5.0
293,41762,433.7,32,2006,587,-1,57.5
293,41763,671.6,35,2229,88,1,80.0
293,41764,1072.2,40,2089,108,1,75.0
293,41765,1037.1,40,2380,697,1,87.5
293,41766,1045.9,40,2490,297,-1,22.5
293,41767,1124.7,40,2099,390,-1,2.5
293,41768,999.3,40,3463,348,-1,8.8
293,41769,1046.3,40,2328,313,-1,17.5
293,41770,792.4,38,2607,114,-1,73.8
293,41771,785.9,39,3197,141,-1,66.2
293,41772,1091.7,40,1924,248,-1,36.2
293,41773,304.6,29,1836,722,1,95.0
293,41774,1015.7,40,2675,386,-1,1.2
293,41775,318.7,28,1581,329,1,13.8
293,41776,813.2,39,3216,55,-1,90.0
293,41777,1072.1,40,2460,114,1,73.8
293,41778,158.9,23,1563,247,1,36.2
293,41779,1103.5,40,2402,383,-1,0
293,41780,927.1,40,2605,20,1,100.0
293,41781,606.0,36,2159,412,-1,8.8
293,41782,1054.3,40,2418,450,1,18.8
293,41783,1071.9,40,3102,426,-1,12.5
293,41784,397.7,30,1546,399,-1,5.0
293,41785,468.5,33,1779,330,-1,13.8
293,41786,684.0,36,2379,445,1,17.5
293,41787,547.1,35,2444,322,1,15.0
293,41788,1062.5,40,2420,635,1,70.0
293,41789,201.2,28,1674,677,-1,82.5
293,41790,892.9,40,3902,746,1,101.2
293,41791,1085.8,40,2292,597,-1,60.0
293,41792,1112.8,40,2243,633,1,70.0
293,41793,713.2,36,2447,60,-1,88.8
293,41794,921.4,40,2674,125,-1,70.0
293,41795,1034.9,40,2221,161,-1,60.0
293,41796,769.5,38,2123,111,-1,73.8
293,41797,801.9,39,3563,121,1,71.2
293,41798,1050.2,40,2681,427,-1,12.5
293,41799,1106.1,40,2300,629,-1,68.8
293,41800,1119.3,40,2111,742,-1,100.0
293,41801,253.5,26,1461,355,-1,6.2
293,41802,1007.1,40,3130,422,-1,11.2
293,41803,1119.9,40,2628,262,1,32.5
293,41804,1105.2,40,2253,123,-1,71.2
293,41805,664.1,35,2344,93,1,78.8
293,41806,1072.1,40,2732,98,-1,77.5
293,41807,272.3,30,1750,25,-1,97.5
293,41808,1064.6,40,2482,211,1,46.2
293,41809,1051.4,40,2390,672,-1,80.0
293,41810,1104.1,40,2206,479,-1,27.5
293,41811,60.4,20,1480,241,-1,37.5
293,41812,682.2,35,2448,321,1,16.2
293,41813,1048.1,40,2692,72,-1,85.0
293,41814,1109.5,40,2483,32,-1,96.2
293,41815,1106.0,40,1993,411,-1,7.5
293,41816,1102.7,40,2560,550,1,46.2
293,41817,1033.9,40,2361,683,-1,83.8
293,41818,1085.8,40,2403,417,1,10.0
293,41819,649.7,38,2727,457,1,21.2
293,41820,981.4,40,1958,508,-1,35.0
293,41821,1071.1,40,2240,102,1,76.2
293,41822,1099.5,40,2204,533,-1,42.5
293,41823,1113.3,40,1991,551,1,47.5
293,41824,1112.1,40,2107,58,-1,88.8
293,41825,994.4,40,2295,681,1,82.5
293,41826,1090.2,40,2147,25,1,97.5
293,41827,1036.3,40,2490,360,1,5.0
293,41828,1088.1,40,2122,544,-1,45.0
293,41829,982.8,40,1954,648,1,73.8
293,41830,1119.7,40,2050,296,-1,22.5
293,41831,1084.9,40,2700,658,1,76.2
293,41832,434.9,34,1941,395,1,3.8
293,41833,1053.5,40,3178,521,-1,38.8
293,41834,324.9,28,1596,138,-1,66.2
293,41835,843.8,39,3070,328,1,13.8
293,41836,936.0,40,3107,219,-1,43.8
293,41837,1082.2,40,2294,689,-1,85.0
293,41838,320.5,28,1501,622,-1,66.2
293,41839,470.9,33,1894,101,-1,77.5
293,41840,1015.4,40,3256,429,-1,12.5
293,41841,444.1,33,2270,486,1,28.8
293,41842,480.3,33,2284,687,-1,85.0
293,41843,1015.7,40,3154,46,-1,92.5
293,41844,1025.2,40,3115,594,1,58.8
293,41845,1098.9,40,2267,340,1,10.0
293,41846,958.9,40,2459,551,-1,47.5
293,41847,596.2,36,2775,303,1,21.2
293,41848,1110.4,40,2103,628,-1,68.8
293,41849,1122.0,40,2008,607,1,62.5
293,41850,1074.2,40,2386,591,-1,57.5
293,41851,1070.4,40,2707,443,-1,17.5
293,41852,356.3,30,1879,532,1,41.2
293,41853,966.0,40,2543,301,-1,21.2
293,41854,247.7,26,1591,386,1,1.2
293,41855,1107.5,40,2337,283,-1,26.2
293,41856,1050.9,40,2679,76,1,83.8
293,41857,1048.0,40,2659,417,-1,10.0
293,41858,1084.5,40,2509,1,-1,105.0
293,41859,1090.1,40,2201,283,1,26.2
293,41860,977.0,40,2705,459,-1,21.2
293,41861,731.3,38,2610,73,1,85.0
293,41862,1090.5,40,2301,358,1,5.0
293,41863,1110.9,40,2303,350,1,7.5
293,41864,222.1,25,1657,207,-1,47.5
293,41865,937.7,40,2310,550,1,46.2
293,41866,1128.9,40,2153,101,1,77.5
293,41867,984.1,40,2830,358,1,5.0
293,41868,1081.5,40,2880,439,-1,16.2
293,41869,280.9,30,1846,677,1,82.5
293,41870,688.5,36,2177,668,-1,80.0
293,41871,859.5,40,2389,709,-1,91.2
293,41872,512.1,34,1909,31,-1,96.2
293,41873,1110.7,40,2035,149,1,63.8
293,41874,936.3,40,2532,237,1,38.8
293,41875,1056.0,40,3277,551,-1,47.5
293,41876,1108.2,40,2135,506,-1,35.0
293,41877,1109.6,40,1843,30,1,96.2
293,41878,955.8,40,3234,633,-1,70.0
293,41879,990.1,40,2656,320,-1,16.2
293,41880,1058.3,40,2267,214,-1,45.0
293,41881,1082.4,40,2465,292,-1,23.8
293,41882,505.3,33,1531,628,-1,68.8
293,41883,958.0,40,2806,517,-1,37.5
293,41884,736.3,37,2858,535,-1,42.5
293,41885,1127.5,40,2296,504,1,33.8
293,41886,1082.1,40,2395,224,-1,42.5
293,41887,215.6,29,1670,101,-1,77.5
293,41888,1061.9,40,2957,354,-1,6.2
293,41889,1068.5,40,2710,316,1,17.5
293,41890,425.0,32,1834,25,1,97.5
293,41891,978.5,40,2938,583,-1,56.2
293,41892,1020.8,40,3272,296,-1,22.5
293,41893,362.0,29,1648,56,1,90.0
293,41894,1038.9,40,2350,523,1,38.8
293,41895,964.3,40,2560,628,-1,68.8
293,41896,1099.5,40,2605,62,1,87.5
293,41897,368.5,29,1771,566,1,51.2
293,41898,1088.8,40,2030,635,-1,70.0
293,41899,1098.5,40,2706,734,1,97.5
293,41900,300.8,27,1489,195,-1,51.2
293,41901,1104.2,40,2280,328,1,13.8
293,41902,1052.3,40,2332,416,-1,10.0
293,41903,964.4,40,2178,698,1,87.5
293,41904,793.3,39,3542,316,-1,17.5
293,41905,1052.4,40,2502,403,-1,6.2
293,41906,968.9,40,2158,354,-1,6.2
293,41907,1125.3,40,2071,52,-1,90.0
293,41908,1103.4,40,2126,35,-1,95.0
293,41909,443.2,37,2734,409,-1,7.5
293,41910,1096.1,40,2573,515,1,37.5
293,41911,1066.8,40,2242,113,-1,73.8
293,41912,939.7,40,2960,626,1,67.5
293,41913,751.5,38,3310,571,1,52.5
293,41914,1057.7,40,2401,464,-1,22.5
293,41915,1111.9,40,2426,188,1,52.5
293,41916,1049.5,40,2445,597,-1,60.0
293,41917,1112.4,40,2316,497,1,32.5
293,41918,948.8,40,2536,500,-1,32.5
293,41919,1077.3,40,2028,310,-1,18.8
293,41920,1106.6,40,2195,70,1,85.0
293,41921,695.4,36,2178,205,-1,47.5
293,41922,970.5,40,2306,268,1,30.0
293,41923,1083.9,40,2091,131,-1,68.8
293,41924,1113.4,40,2223,100,1,77.5
293,41925,522.9,34,2050,262,-1,32.5
293,41926,1072.4,40,2750,60,-1,88.8
293,41927,957.0,40,2331,649,1,73.8
293,41928,1073.6,40,2436,45,-1,92.5
293,41929,1091.5,40,2197,521,-1,38.8
293,41930,1081.7,40,2290,453,-1,20.0
293,41931,1110.8,40,2174,121,1,71.2
293,41932,966.1,40,2537,175,1,56.2
293,41933,227.9,25,1556,275,-1,28.8
293,41934,1083.0,40,2593,146,-1,65.0
293,41935,1049.9,40,2330,633,1,70.0
293,41936,409.6,34,2103,84,1,81.2
293,41937,1082.1,40,2360,490,1,30.0
293,41938,755.2,38,3125,391,-1,2.5
293,41939,1093.4,40,2831,394,1,3.8
293,41940,317.0,31,1622,445,-1,17.5
293,41941,1003.0,40,2824,690,1,85.0
293,41942,1105.7,40,2556,684,-1,83.8
293,41943,1044.5,40,2485,250,-1,35.0
293,41944,921.7,40,3717,757,1,103.8
293,41945,1088.7,40,2048,198,1,50.0
293,41946,1117.4,40,2310,4,-1,103.8
293,41947,1001.5,40,2893,18,-1,100.0
293,41948,1124.0,40,2177,445,1,17.5
293,41949,626.3,37,2762,224,-1,42.5
293,41950,978.6,40,2505,673,1,81.2
293,41951,1082.7,40,2439,437,-1,15.0
293,41952,956.0,40,2845,63,1,87.5
293,41953,1063.0,40,2647,374,1,1.2
293,41954,375.6,30,1696,676,1,81.2
293,41955,1077.5,40,2211,216,-1,45.0
293,41956,1091.4,40,2329,166,-1,58.8
293,41957,1087.3,40,2519,667,1,78.8
293,41958,1098.6,40,1850,623,1,67.5
293,41959,569.8,36,2326,172,-1,57.5
293,41960,1121.1,40,1926,346,1,8.8
293,41961,974.4,40,2324,348,-1,8.8
293,41962,1090.3,40,2270,357,-1,6.2
293,41963,980.9,40,3188,389,1,2.5
293,41964,1101.7,40,2374,598,-1,60.0
293,41965,1090.0,40,2248,718,1,93.8
293,41966,760.0,37,3262,623,-1,67.5
293,41967,1092.4,40,2467,487,-1,28.8
293,41968,355.5,29,1539,638,-1,71.2
293,41969,597.9,36,2149,6,1,103.8
293,41970,1024.2,40,3256,233,-1,40.0
293,41971,1040.2,40,2399,577,-1,53.8
293,41972,1078.5,40,2095,117,1,72.5
293,41973,1100.5,40,2891,539,1,43.8
293,41974,1061.6,40,2636,364,1,3.8
293,41975,1084.2,40,2466,578,-1,55.0
293,41976,1055.6,40,2348,37,1,95.0
293,41977,1081.9,40,2302,703,-1,88.8
293,41978,1076.3,40,2704,188,1,52.5
293,41979,1080.2,40,2257,347,1,8.8
293,41980,1080.5,40,2394,153,-1,62.5
293,41981,1099.0,40,2426,179,1,55.0
293,41982,1082.0,40,2256,415,1,8.8
293,41983,1083.6,40,3041,154,1,62.5
293,41984,1113.4,40,2566,422,1,11.2
293,41985,849.3,39,2704,706,-1,90.0
293,41986,395.6,30,1539,140,1,66.2
293,41987,1087.1,40,2098,301,-1,21.2
293,41988,785.8,38,2561,546,1,45.0
293,41989,1082.3,40,2411,169,1,57.5
293,41990,986.2,40,2773,749,-1,102.5
293,41991,182.7,28,1684,689,1,85.0
293,41992,1072.2,40,2781,313,1,17.5
293,41993,640.1,35,2155,83,-1,82.5
293,41994,1109.5,40,2648,231,1,41.2
293,41995,1078.0,40,2476,568,-1,51.2
293,41996,1068.7,40,2677,74,-1,85.0
293,41997,1083.4,40,2786,557,-1,48.8
293,41998,203.1,28,1624,304,-1,20.0
293,41999,299.6,29,1838,45,1,92.5
293,42000,1114.3,40,2498,397,1,3.8
293,42001,1115.9,40,2123,193,-1,51.2
293,42002,717.6,39,2742,734,-1,97.5
293,42003,1021.9,40,2682,410,-1,7.5
293,42004,1021.9,40,2792,5,-1,103.8
293,42005,309.5,31,1844,542,1,45.0
293,42006,1117.6,40,2074,364,1,3.8
293,42007,1072.8,40,2535,22,1,98.8
293,42008,1087.5,40,2876,493,-1,31.2
293,42009,300.7,27,1449,375,-1,1.2
293,42010,1106.2,40,1952,436,-1,15.0
293,42011,643.9,35,2298,182,1,55.0
293,42012,1080.2,40,2263,336,1,11.2
293,42013,1048.8,40,2915,509,-1,35.0
293,42014,1117.3,40,2244,542,1,45.0
293,42015,325.5,30,1846,79,1,82.5
293,42016,1055.9,40,2565,510,1,35.0
293,42017,1099.6,40,2463,433,-1,13.8
293,42018,868.5,40,2486,438,1,15.0
293,42019,1066.2,40,2495,423,-1,11.2
293,42020,1098.5,40,2149,402,1,5.0
293,42021,1096.3,40,2252,419,1,10.0
293,42022,223.8,25,1525,103,-1,76.2
293,42023,1104.7,40,2688,533,1,42.5
293,42024,435.4,32,1962,679,-1,82.5
293,42025,1087.4,40,2082,162,-1,60.0
293,42026,1092.9,40,2604,184,-1,53.8
293,42027,1123.0,40,2009,665,-1,78.8
293,42028,1071.2,40,3362,575,-1,53.8
293,42029,1108.5,40,2193,137,-1,67.5
293,42030,435.2,31,1746,289,-1,25.0
293,42031,907.4,40,2827,429,-1,12.5
293,42032,1061.2,40,2360,21,-1,98.8
